,player_name,school,conference,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,2PM,2PA,2P_per,3PM,3PA,3P_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,rec-rk,ast/tov,rimmade,rimmade + rimmiss,midmade,midmade + midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+mismiss),dunksmade,dunksmiss + dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,pos
25719,Rakeem Christmas,Syracuse,ACC,31,85.1,110.1,25.5,55.3,59.21,10.1,19.3,10.5,17.3,136,191,0.712,203,366,0.555,0,1,0.0,8.4,1.6,52.0,Sr,6-9,25,4.47593,123.287,3.9,2015,23200,all,95.6,0.60255955,139.0,186.0,64.0,182.0,0.7473000000000001,0.3516,46.0,49.0,0.9388000000000001,36.0,91.8354,86.7877,4.79852,226.749,7.72836,1.95364,5.77471,7.41479,34.3226,4.03582,3.37897,3.0968,5.9032,9.0,1.5161,0.9355,2.4839,17.4839,C
26196,Elfrid Payton,Louisiana Lafayette,SB,32,90.2,107.4,29.5,51.6,54.07,7.2,12.0,32.3,19.4,167,283,0.59,205,384,0.534,14,54,0.259,1.5,3.6,64.6,Jr,6-3,2,4.04504,120.01,2.6,2014,23685,all,,1.52068129,169.0,247.0,36.0,137.0,0.6842,0.26280000000000003,21.0,24.0,0.875,10.0,102.995,102.617,3.38689,234.903,6.78961,4.67287,2.11674,7.30451,36.9062,5.6023700000000005,1.70214,2.4375,3.8125,6.25,5.75,2.3438,0.5625,19.3438,Scoring PG
26202,Branden Dawson,Michigan St.,B10,35,65.7,104.3,23.4,53.5,53.29,11.9,23.5,12.2,17.1,51,104,0.49,182,340,0.535,0,0,0.0,6.3,2.5,30.6,Sr,6-6,22,3.12449,116.128,2.7,2015,23692,all,97.0,0.88058303,123.0,164.0,59.0,176.0,0.75,0.3352,44.0,47.0,0.9362,56.0,90.3602,84.0202,4.41156,242.321,8.87752,2.39359,6.48393,7.6927,30.1429,4.06359,3.62911,2.9143,6.1714,9.0857,1.6857000000000002,1.2,1.6571,11.8571,PF/C
26353,Jerian Grant,Notre Dame,ACC,38,91.1,122.2,25.6,53.6,59.18,1.3,8.3,33.5,14.2,170,218,0.78,154,269,0.5720000000000001,50,158,0.316,1.4,2.8,51.1,Sr,6-5,22,6.60476,137.617,2.1,2015,23810,all,78.0,3.07317281,107.0,142.0,47.0,127.0,0.7535000000000001,0.37010000000000004,10.0,11.0,0.9091,19.0,102.954,97.7003,3.78026,223.582,8.38154,7.90599,0.475553,8.37017,37.0526,6.9630600000000005,1.40711,0.3421,2.6842,3.0263,6.6316,1.6579000000000002,0.5,16.5263,Pure PG
26494,Jarnell Stokes,Tennessee,SEC,36,81.2,117.2,25.7,53.7,58.01,15.1,23.2,13.4,16.1,156,226,0.6900000000000001,196,365,0.537,0,0,0.0,2.8,1.4,61.9,Jr,6-8,5,4.95666,131.64,2.5,2014,23999,all,92.0,0.92206274,141.0,208.0,56.0,158.0,0.6779000000000001,0.3544,25.0,26.0,0.9615,35.0,95.0776,90.9367,4.3692,227.969,9.18819,5.26666,3.92153,8.73932,32.7222,6.64509,2.09423,4.1944,6.4722,10.6667,1.9722,0.6944,0.8889,15.2222,C
26499,Cody Zeller,Indiana,B10,36,73.3,119.4,26.5,56.2,62.26,12.4,18.7,9.4,17.1,196,259,0.757,199,352,0.5650000000000001,0,2,0.0,4.4,2.1,73.2,So,7-0,40,5.4152000000000005,137.122,3.0,2013,24010,all,98.2,0.58026669,149.0,238.0,50.0,115.0,0.6261,0.4348,56.0,61.0,0.918,4.0,88.1328,83.5675,4.30792,237.616,9.61322,5.41262,4.2006,10.0009,29.5278,6.89924,3.10171,2.8333,5.2222,8.0556,1.3056,1.0278,1.25,16.5,C
26644,Taurean Prince,Baylor,B12,33,76.2,107.2,27.2,49.3,53.66,8.9,14.7,15.4,18.9,110,143,0.769,130,278,0.468,53,147,0.361,2.7,2.3,33.6,Sr,6-8,21,3.97337,124.535,3.3,2016,24114,all,62.6,0.86361423,78.0,123.0,52.0,156.0,0.6341,0.33330000000000004,14.0,15.0,0.9333,12.0,102.839,97.5834,3.3174200000000003,182.37,6.32222,4.52221,1.80001,5.91323,30.8182,5.10858,0.8046559999999999,2.303,3.6364,5.9394,2.303,1.2121,0.7273000000000001,16.0303,Wing F
26662,Willie Cauley-Stein,Kentucky,SEC,39,64.3,115.8,18.3,57.2,58.79,11.1,17.3,7.4,16.2,79,128,0.617,135,236,0.5720000000000001,0,0,0.0,7.1,2.9,54.2,Jr,7-0,15,2.9961,118.997,3.1,2015,24136,all,91.6,0.79168017,106.0,141.0,30.0,96.0,0.7518,0.3125,69.0,74.0,0.9324,6.0,79.0904,74.9298,4.67976,235.411,12.7451,4.42742,8.31771,11.331,25.9487,5.09339,6.23763,2.2821,4.1538,6.4359,0.9744,1.2051,1.7179,8.9487,C
26917,A.J. Hammons,Purdue,B10,33,57.5,114.7,27.2,60.1,62.32,11.5,24.8,10.5,17.3,90,127,0.709,193,325,0.594,6,11,0.545,10.4,0.7000000000000001,37.8,Sr,7-0,20,3.65811,130.235,3.8,2016,24381,all,85.2,0.56922373,115.0,141.0,78.0,184.0,0.8156,0.4239,44.0,49.0,0.898,46.0,87.656,83.4762,3.84443,202.705,9.73587,2.90867,6.8272,10.8745,24.636400000000002,6.28268,4.59184,2.3333,5.8485,8.1818,1.1212,0.2727,2.5455,14.9697,C
26972,Marcus Paige,North Carolina,ACC,34,67.2,120.3,18.4,50.3,53.75,1.6,7.0,18.6,12.1,72,93,0.774,67,146,0.459,74,208,0.356,1.5,2.1,26.3,Sr,6-2,5,4.05798,123.945,1.9,2016,24416,all,94.2,3.04759986,40.0,69.0,27.0,76.0,0.5797,0.3553,3.0,3.0,1.0,55.0,103.744,96.1669,3.59756,175.723,7.39342,6.05573,1.33769,6.98756,31.6176,5.05339,1.93417,0.44120000000000004,2.0882,2.5294,3.7647,1.1471,0.44120000000000004,12.5882,Scoring PG
26976,Brice Johnson,North Carolina,ACC,40,70.1,126.8,24.5,61.4,64.89,11.7,28.5,9.7,14.5,144,184,0.783,267,435,0.614,0,0,0.0,5.5,2.2,42.3,Sr,6-10,11,5.25003,140.944,3.8,2016,24417,all,91.2,0.82857146,156.0,190.0,111.0,245.0,0.8211,0.4531,70.0,73.0,0.9589000000000001,25.0,91.501,85.3916,4.23664,291.058,11.3057,6.11101,5.19471,11.905,28.025,8.32562,3.57943,2.875,7.525,10.4,1.45,1.075,1.475,16.95,C
26979,J.P. Tokoto,North Carolina,ACC,38,71.6,101.4,19.6,45.0,48.38,6.5,14.4,24.3,22.8,72,117,0.615,104,239,0.435,12,32,0.375,1.3,3.0,43.2,Jr,6-5,13,2.27872,108.321,3.3,2015,24418,all,87.2,1.9176950700000002,55.0,76.0,49.0,163.0,0.7237,0.30060000000000003,27.0,27.0,1.0,58.0,96.9102,89.549,3.76371,224.697,7.9569600000000005,3.6539200000000003,4.30304,6.42761,28.8421,2.57679,3.85082,1.6053000000000002,4.0,5.6053,4.2895,1.4737,0.3421,8.3158,Wing G
27300,Ben McLemore,Kansas,B12,37,79.1,118.7,22.0,58.6,63.26,5.0,12.3,12.6,17.2,120,138,0.87,125,226,0.553,73,174,0.42,2.2,1.8,34.5,Fr,6-5,23,4.65665,126.298,2.3,2013,24760,all,92.4,0.94805635,90.0,126.0,35.0,100.0,0.7143,0.35000000000000003,44.0,45.0,0.9778,7.0,92.3885,87.3941,4.22994,216.163,8.47939,5.6772,2.80219,9.50053,32.1892,6.59953,2.901,1.2703,3.9189,5.1892,1.9729999999999999,1.0,0.6757000000000001,15.9189,Wing G
27427,Joel Bolomboy,Weber St.,BSky,30,75.6,113.1,26.2,58.3,61.82,12.5,30.6,7.9,17.1,148,215,0.6880000000000001,155,259,0.598,18,53,0.34,3.2,1.1,68.9,Sr,6-9,21,3.41815,117.521,2.9,2016,24934,all,,0.44736114,108.0,145.0,47.0,114.0,0.7448,0.4123,61.0,70.0,0.8714000000000001,52.0,92.2619,93.3089,3.98682,232.138,2.77503,0.638509,2.13652,4.61259,32.7667,3.61756,0.995038,3.2667,9.3333,12.6,1.1333,0.6333000000000001,1.1333,17.0667,PF/C
27477,Marcus Smart,Oklahoma St.,B12,31,72.9,110.4,29.9,48.6,55.18,5.1,14.9,30.1,15.4,182,250,0.728,114,222,0.514,49,164,0.299,1.9,5.0,64.8,So,6-4,33,4.59939,129.023,3.6,2014,24959,all,98.2,1.8048540499999999,78.0,110.0,36.0,113.0,0.7091000000000001,0.3186,16.0,18.0,0.8889,6.0,91.3572,87.4668,4.69701,246.092,11.9444,7.06262,4.8817900000000005,10.9329,32.7097,5.92469,5.00823,1.4194,4.4839,5.9032,4.7742,2.871,0.5806,17.9677,Scoring PG
27522,Arsalan Kazemi,Oregon,P12,35,67.5,118.3,16.4,59.5,62.66,11.5,29.0,9.2,18.1,102,151,0.675,113,189,0.598,0,1,0.0,2.4,4.1,79.5,Sr,6-7,14,3.36398,117.896,2.6,2013,25005,all,,0.92306656,107.0,169.0,6.0,20.0,0.6331,0.30000000000000004,37.0,38.0,0.9737,54.0,82.3058,79.3636,4.60571,271.713,10.4199,3.66367,6.75626,9.97505,29.0286,4.88872,5.08632,2.8,7.2,10.0,1.3714,2.0286,0.6571,9.3714,PF/C
27605,Anthony Bennett,UNLV,MWC,34,67.8,112.8,25.7,57.5,60.36,9.9,21.3,8.2,15.3,117,168,0.6960000000000001,156,271,0.5760000000000001,36,94,0.383,4.3,1.5,46.0,Fr,6-8,15,3.86174,124.916,3.4,2013,25132,all,99.0,0.49209348,100.0,140.0,56.0,129.0,0.7143,0.43410000000000004,53.0,58.0,0.9138000000000001,1.0,89.4038,85.8106,3.7751900000000003,202.924,6.61092,3.58896,3.02196,8.18951,27.2353,5.93445,2.25506,2.3824,5.5882000000000005,7.9706,0.9118,0.7059000000000001,1.1765,15.7941,Stretch 4
27778,DeAndre Daniels,Connecticut,BE,31,27.3,93.0,16.9,40.7,45.69,6.4,12.5,7.4,21.4,20,25,0.8,19,41,0.463,12,50,0.24,5.0,1.8,27.5,Fr,6-8,2,0.35506000000000004,92.8529,3.3,2012,25301,all,96.6,0.68183742,16.0,28.0,3.0,13.0,0.5714,0.2308,3.0,3.0,1.0,37.0,99.5429,94.8852,1.31363,67.029,2.20738,-0.284526,2.4919000000000002,1.23401,12.129,-0.6509269999999999,1.88494,0.6452,1.4516,2.0968,0.4839,0.3548,0.5806,3.0323,Stretch 4
27780,Deandre Daniels,Connecticut,Amer,38,68.4,108.1,22.5,53.1,55.95,6.3,16.8,3.6,13.9,70,89,0.787,138,281,0.491,50,120,0.417,5.2,1.4,22.2,Jr,6-9,2,2.9575500000000003,117.267,3.3,2014,25301,all,96.6,0.30358959999999996,74.0,117.0,64.0,163.0,0.6325000000000001,0.3926,22.0,24.0,0.9167000000000001,37.0,94.3576,89.8265,3.98459,214.774,3.3753,0.6282409999999999,2.7470600000000003,4.58198,29.0,2.72939,1.8525900000000002,1.4474,4.5526,6.0,0.4474,0.6842,1.4211,13.0526,Stretch 4
27848,Kris Dunn,Providence,BE,33,76.9,103.6,29.3,49.9,54.06,3.5,14.8,41.8,20.9,132,190,0.6950000000000001,142,298,0.47700000000000004,42,113,0.372,1.9,4.3,46.2,Jr,6-4,3,3.91571,121.573,3.4,2016,25358,all,97.0,1.7758307800000002,99.0,157.0,42.0,138.0,0.6306,0.3043,27.0,29.0,0.931,5.0,93.8582,88.3916,4.5888,255.725,9.73839,4.74338,4.99501,9.52919,32.9697,4.5993,4.92989,1.0909,4.2424,5.3333,6.2424,2.4848,0.6061000000000001,16.4242,Pure PG
27851,Sam Dekker,Wisconsin,B10,40,77.0,125.8,22.4,58.6,60.48,8.4,14.8,8.6,8.7,80,113,0.708,163,255,0.639,50,151,0.331,1.5,1.1,27.8,Jr,6-9,15,5.65648,138.358,1.4,2015,25362,all,97.8,1.36111117,134.0,178.0,29.0,78.0,0.7528,0.3718,28.0,31.0,0.9032,18.0,98.6443,92.4654,3.73184,191.916,9.19569,8.08795,1.10774,9.45451,30.975,8.26099,1.19351,1.925,3.575,5.5,1.225,0.525,0.45,13.9,Wing F
27915,Tyler Harvey,Eastern Washington,BSky,29,84.1,122.6,26.2,57.6,62.46,2.1,9.2,13.2,12.2,143,167,0.856,90,174,0.517,114,279,0.40900000000000003,0.30000000000000004,1.7000000000000002,36.9,Jr,6-4,1,5.50996,128.21,2.1,2015,25418,all,,1.28125,53.0,92.0,37.0,82.0,0.5761000000000001,0.45120000000000005,1.0,1.0,1.0,51.0,111.75,111.595,2.0347,160.198,1.9426700000000001,5.9674700000000005,-4.02479,4.63289,36.9375,6.9683600000000006,-2.33546,0.625,3.0,3.625,2.5625,1.125,0.125,23.0625,Combo G
27974,Jordan Adams,UCLA,P12,36,72.6,121.5,25.7,54.5,60.33,7.5,13.1,14.7,11.0,158,189,0.836,156,283,0.551,52,146,0.356,0.6000000000000001,5.0,44.1,So,6-5,3,4.99943,135.62,2.9,2014,25494,all,87.4,1.55553341,93.0,131.0,63.0,155.0,0.7099000000000001,0.40650000000000003,0.0,0.0,,22.0,95.7886,91.6561,3.96598,243.718,10.5718,7.71719,2.85457,10.6227,30.0556,7.15897,3.46376,1.8611,3.4722,5.3333,2.3333,2.6389,0.1389,17.3889,Wing G
27977,Olivier Hanlan,Boston College,ACC,32,92.6,107.3,29.5,51.9,55.32,2.6,11.5,29.1,15.0,110,145,0.759,160,312,0.513,65,184,0.353,0.1,2.1,29.2,Jr,6-4,21,5.29783,126.615,2.3,2015,25499,all,58.0,1.58828408,105.0,170.0,55.0,142.0,0.6176,0.38730000000000003,0.0,0.0,,42.0,105.077,100.2,3.49686,190.068,5.48991,5.77286,-0.282953,6.22741,37.625,6.10795,0.11945599999999999,0.75,3.4688,4.2188,4.2188,1.2812000000000001,0.031200000000000002,19.5312,Scoring PG
27986,Georges Niang,Iowa St.,B12,35,82.1,116.9,28.0,60.0,62.49,4.8,15.6,19.2,15.8,96,119,0.807,227,375,0.605,56,143,0.392,1.8,1.5,23.0,Sr,6-8,31,5.72542,137.188,3.8,2016,25519,all,86.0,1.2717416799999999,129.0,169.0,98.0,206.0,0.7633000000000001,0.4757,4.0,4.0,1.0,50.0,103.73,98.308,3.49352,220.909,7.56725,6.38743,1.17983,8.06332,33.2,6.79067,1.27265,1.3143,4.9143,6.2286,3.3429,0.8857,0.6286,20.5143,Wing F
28245,A.J. Price,Connecticut,BE,34,73.0,108.5,24.4,50.7,53.92,2.1,9.2,28.5,20.2,88,122,0.721,87,206,0.422,78,196,0.398,0.0,1.2,30.3,Sr,6-2,,3.82928,120.001,1.6,2009,25744,all,94.8,1.73912572,,,,,,,,,,52.0,97.4776,91.2256,3.75502,164.989,5.47426,4.88235,0.591908,5.73691,31.6765,4.8517600000000005,0.885146,0.5882000000000001,2.9706,3.5588,4.7059,0.6471,0.0,14.5882,
28359,Jerami Grant,Syracuse,ACC,32,73.4,115.6,21.4,49.6,54.74,9.1,17.2,9.4,11.3,120,178,0.674,133,263,0.506,0,5,0.0,2.5,1.7000000000000002,66.4,So,6-8,3,3.82466,123.053,3.0,2014,25897,all,90.6,1.18924056,88.0,129.0,45.0,135.0,0.6822,0.33330000000000004,28.0,33.0,0.8485,39.0,97.8648,92.424,4.02905,166.665,4.63048,2.5706100000000003,2.05987,5.21693,31.4062,3.38554,1.83139,2.4375,4.3438,6.7812,1.375,0.8125,0.5625,12.0625,C
28708,Shabazz Muhammad,UCLA,P12,32,69.5,107.1,28.2,48.7,52.82,9.9,8.5,5.8,10.5,128,180,0.711,162,350,0.463,40,106,0.377,0.4,1.3,39.5,Fr,6-6,15,4.37267,125.238,2.1,2013,26310,all,99.8,0.52942655,79.0,124.0,82.0,226.0,0.6371,0.3628,24.0,26.0,0.9231,14.0,103.412,98.53960000000001,2.8948,147.485,1.84634,3.93685,-2.09052,3.7998000000000003,30.8438,5.4274000000000004,-1.6276000000000002,2.7188,2.5,5.2188,0.8438,0.7188,0.125,17.875,Wing F
28710,Kyle Anderson,UCLA,P12,36,80.3,110.6,26.0,51.7,56.62,4.5,25.5,34.3,20.2,137,186,0.737,153,319,0.48,28,58,0.483,2.7,3.1,49.3,So,6-9,5,4.14984,123.681,2.0,2014,26311,all,99.6,2.11814376,56.0,88.0,97.0,229.0,0.6364000000000001,0.42360000000000003,7.0,7.0,1.0,30.0,94.3457,90.2755,4.543,282.93,9.78061,4.28947,5.49115,9.99905,33.2222,6.03776,3.96129,1.25,7.5,8.75,6.4722,1.7778,0.75,14.6389,Wing F
28737,Grant Jerrett,Arizona,P12,34,43.1,114.3,14.7,51.3,53.51,7.6,16.4,5.7,12.8,18,22,0.8180000000000001,31,75,0.41300000000000003,32,79,0.405,5.8,1.6,14.3,Fr,6-10,33,1.64436,110.589,2.9,2013,26323,all,98.4,0.94738727,18.0,28.0,13.0,47.0,0.6429,0.2766,8.0,9.0,0.8889,40.0,93.2731,89.2341,2.25962,122.255,7.05192,2.96676,4.08516,5.78297,17.8235,3.28212,2.50085,1.0882,2.5,3.5882,0.5294,0.4706,0.9706,5.1765,PF/C
28906,Montrezl Harrell,Louisville,ACC,35,84.8,113.7,22.6,57.8,58.81,10.0,19.1,9.2,15.1,114,191,0.597,204,339,0.602,9,37,0.243,3.7,1.6,50.8,Jr,6-8,24,4.7409300000000005,124.59,2.4,2015,26468,all,84.0,0.7101552,148.0,190.0,56.0,148.0,0.7789,0.3784,74.0,78.0,0.9487000000000001,32.0,89.4932,83.8085,5.27412,244.458,7.45216,3.5064200000000003,3.94574,8.58579,35.1143,5.43826,3.14753,3.1714,6.0,9.1714,1.4,0.9429000000000001,1.2,15.6857,PF/C
28979,Caris LeVert,Michigan,B10,14,31.0,126.8,26.0,59.0,63.14,2.5,19.0,32.9,11.9,52,66,0.788,48,90,0.533,27,60,0.45,0.8,1.8,44.0,Sr,6-7,23,5.34853,136.565,1.7000000000000002,2016,26551,all,52.4,3.13643865,36.0,48.0,12.0,42.0,0.75,0.2857,9.0,9.0,1.0,20.0,103.626,100.2,3.11652,73.7778,9.50321,7.62963,1.87357,10.0831,31.0714,7.7749,2.30824,0.6429,4.7857,5.4286,4.9286,0.9286000000000001,0.21430000000000002,16.3571,Combo G
29215,Jake Layman,Maryland,B10,35,79.1,116.5,17.2,60.1,64.02,4.3,14.4,6.8,18.1,77,91,0.846,81,134,0.604,57,143,0.399,3.4,2.1,32.9,Sr,6-9,10,3.3087,117.104,2.5,2016,26773,all,86.4,0.68969888,57.0,72.0,24.0,62.0,0.7917000000000001,0.3871,22.0,24.0,0.9167000000000001,47.0,98.339,93.9387,3.84351,213.062,6.94977,3.75401,3.19576,6.8777,31.7429,4.25917,2.61853,1.0286,4.2571,5.2857,1.1429,1.1429,1.0286,11.7143,Wing F
29230,T.J. Warren,North Carolina St.,ACC,35,84.8,113.7,33.6,54.8,57.35,10.8,12.8,8.6,12.2,156,226,0.6900000000000001,311,536,0.58,31,116,0.267,1.8,3.1,34.7,So,6-8,24,6.29422,139.697,3.1,2014,26777,all,95.6,0.48195156,192.0,251.0,120.0,286.0,0.7649,0.41960000000000003,37.0,37.0,1.0,14.0,102.54,98.2359,3.80547,233.712,7.66874,7.04296,0.6257849999999999,10.6145,35.3714,9.31937,1.29514,3.2286,3.9143,7.1429,1.1429,1.8,0.6000000000000001,24.8857,Wing F
29294,Cleanthony Early,Wichita St.,MVC,35,68.5,117.7,26.4,57.3,62.88,5.6,19.0,6.1,16.2,144,171,0.842,117,202,0.579,64,170,0.376,3.4,1.7000000000000002,46.0,Sr,6-8,11,3.90102,128.731,3.5,2014,26859,all,,0.373139,76.0,101.0,41.0,101.0,0.7525000000000001,0.40590000000000004,19.0,20.0,0.9500000000000001,34.0,91.1751,89.8207,3.7884,187.934,5.69725,3.82256,1.8746900000000002,8.53712,27.4857,6.42372,2.11339,1.2857,4.7143,6.0,0.7143,0.7714000000000001,0.8,16.2857,Stretch 4
29325,Steven Adams,Pittsburgh,BE,32,56.1,109.7,18.0,57.1,55.46,15.3,19.1,5.4,16.9,31,70,0.443,100,175,0.5710000000000001,0,0,0.0,11.2,1.9,40.0,Fr,7-0,13,2.11474,110.145,2.8,2013,26892,all,99.2,0.57140248,85.0,129.0,15.0,46.0,0.6589,0.3261,29.0,33.0,0.8788,12.0,86.5013,83.1502,3.44551,158.07,9.76937,2.06394,7.70544,7.0935,23.4062,3.36616,3.72734,2.8125,3.5312,6.3438,0.625,0.6562,2.0312,7.2188,C
29372,Nerlens Noel,Kentucky,SEC,24,57.5,109.0,18.2,59.0,58.26,10.4,22.3,9.5,19.1,55,104,0.529,98,166,0.59,0,0,0.0,13.2,3.9,62.7,Fr,6-10,3,2.7763400000000003,109.136,3.2,2013,26923,all,100.0,0.84442666,76.0,99.0,22.0,67.0,0.7677,0.3284,48.0,50.0,0.96,6.0,81.3956,78.8597,5.17641,227.307,12.8608,2.4741400000000002,10.3866,11.0895,31.875,3.95391,7.13561,2.7083,6.75,9.4583,1.5833,2.0833,4.4167,10.4583,C
29405,Denzel Valentine,Michigan St.,B10,31,72.5,125.5,28.9,57.9,60.82,3.0,21.1,45.8,17.1,81,95,0.853,101,210,0.481,104,234,0.444,0.7000000000000001,1.9,21.4,Sr,6-5,45,6.8047,146.68,2.0,2016,26984,all,77.8,2.83533318,38.0,61.0,63.0,148.0,0.623,0.4257,5.0,7.0,0.7143,14.0,92.9687,90.6006,4.37033,210.009,14.386,11.2197,3.16625,14.5955,32.9677,11.1099,3.48556,0.8065,6.7097,7.5161,7.7742,1.0323,0.2258,19.1935,Pure PG
29412,Richaun Holmes,Bowling Green,MAC,30,67.1,115.8,25.1,59.3,62.31,11.5,21.0,7.2,16.5,101,142,0.711,139,237,0.586,18,43,0.419,11.3,1.5,50.7,Sr,6-8,22,3.6708,122.373,3.4,2015,26987,all,,0.43332471,107.0,155.0,32.0,82.0,0.6903,0.3902,45.0,46.0,0.9783000000000001,37.0,91.2274,91.5379,3.56104,192.802,7.98568,2.67221,5.31347,8.6819,28.7742,5.67677,3.00513,2.871,5.1613,8.0323,0.8387,0.7097,2.6452,14.8065,PF/C
29418,Gary Harris,Michigan St.,B10,35,73.7,114.4,25.3,51.8,56.08,4.0,10.2,16.8,12.7,115,142,0.81,114,225,0.507,81,230,0.352,1.6,3.4,31.2,So,6-4,14,4.73592,130.372,2.6,2014,26989,all,96.4,1.56664521,65.0,104.0,49.0,122.0,0.625,0.4016,22.0,22.0,1.0,19.0,98.3044,92.577,4.11667,208.288,8.43181,6.41981,2.012,9.34158,32.3143,6.39277,2.94881,1.0571,2.9429,4.0,2.6857,1.8,0.42860000000000004,16.7429,Combo G
29590,Isaiah Cousins,Oklahoma,B12,37,82.4,104.9,22.1,48.4,50.64,2.1,11.9,25.1,18.2,65,97,0.67,104,258,0.403,65,158,0.41100000000000003,0.8,2.3,23.3,Sr,6-4,11,3.1677,114.652,2.0,2016,27124,all,48.2,1.90905651,43.0,77.0,61.0,180.0,0.5584,0.33890000000000003,8.0,11.0,0.7273000000000001,59.0,100.385,93.8361,4.01727,229.167,5.0824300000000004,3.14143,1.941,4.45506,33.2973,2.40322,2.05184,0.6216,3.8378,4.4595,4.5405,1.3784,0.27030000000000004,12.6486,Scoring PG
29594,Buddy Hield,Oklahoma,B12,37,87.6,121.5,28.4,62.3,66.45,4.0,13.0,12.7,17.1,176,200,0.88,154,279,0.552,147,322,0.457,1.4,1.8,33.3,Sr,6-4,24,6.84167,143.253,2.3,2016,27126,all,69.0,0.66369796,119.0,178.0,35.0,101.0,0.6685,0.34650000000000003,18.0,22.0,0.8182,6.0,100.663,94.0957,4.2368,240.576,8.86581,7.83954,1.02627,11.852,35.3784,10.2573,1.5947,1.2432,4.4865,5.7297,2.027,1.1351,0.48650000000000004,25.0,Wing G
29597,Semaj Christon,Xavier,BE,34,87.6,106.5,26.6,50.1,54.36,1.5,7.4,25.3,16.8,157,235,0.668,182,371,0.491,19,49,0.388,0.8,2.3,56.0,So,6-3,0,3.97778,120.402,2.4,2014,27129,all,94.0,1.5955455,119.0,205.0,63.0,166.0,0.5805,0.3795,11.0,11.0,1.0,55.0,105.36,100.204,3.58397,186.76,3.39468,2.7099200000000003,0.684754,4.34278,35.2941,3.27396,1.06882,0.44120000000000004,2.2353,2.6765,4.1765,1.3235000000000001,0.2353,17.0,Scoring PG
29693,Archie Goodwin,Kentucky,SEC,33,78.8,96.9,27.2,46.4,50.91,5.6,10.4,16.8,21.0,135,212,0.637,140,293,0.47800000000000004,17,64,0.266,1.4,2.1,59.4,Fr,6-4,10,2.79571,109.466,3.7,2013,27246,all,97.2,0.8712997,106.0,176.0,34.0,116.0,0.6023000000000001,0.2931,25.0,30.0,0.8333,29.0,97.7351,94.5801,3.42587,179.703,0.7786029999999999,0.781192,-0.00258988,0.9584229999999999,31.7576,0.684581,0.273842,1.4545,3.1515,4.6061,2.6667,1.0909,0.4545,14.1212,Wing G
29818,Tyrone Wallace,California,P12,28,65.5,104.0,27.6,47.8,51.43,3.5,14.3,28.5,17.3,100,154,0.649,126,258,0.488,25,84,0.298,1.3,1.8,45.0,Sr,6-5,3,3.30434,116.947,2.8,2016,27397,all,81.8,1.66215143,70.0,110.0,56.0,149.0,0.6364000000000001,0.3758,6.0,7.0,0.8571000000000001,60.0,97.7535,93.1342,3.9471600000000002,166.945,6.37454,3.3627000000000002,3.01184,5.9016,32.1786,3.44965,2.45195,0.9643,4.3214,5.2857,4.3929,0.9643,0.42860000000000004,15.25,Combo G
30414,R.J. Hunter,Georgia St.,SB,34,92.1,111.9,28.5,46.8,54.93,2.8,12.4,19.7,12.9,197,222,0.887,121,247,0.49,75,252,0.298,3.6,3.6,44.5,Jr,6-6,22,5.00047,124.531,2.6,2015,27935,all,43.6,1.63636356,59.0,81.0,63.0,165.0,0.7284,0.38180000000000003,5.0,5.0,1.0,28.0,95.2301,96.8447,3.9052,245.506,7.11816,5.34989,1.76827,7.47417,36.9714,6.05193,1.42224,0.7714000000000001,3.9429,4.7143,3.6,2.1429,1.0,19.6571,Wing G
30526,Nik Stauskas,Michigan,B10,36,86.0,124.1,23.9,58.6,64.17,1.6,8.8,18.8,14.0,168,204,0.8240000000000001,93,186,0.5,92,208,0.442,0.9,1.0,51.8,So,6-6,11,6.30439,139.096,1.5,2014,28098,all,78.2,1.76121657,53.0,87.0,40.0,99.0,0.6092000000000001,0.404,15.0,17.0,0.8824000000000001,8.0,107.646,101.814,3.41738,171.682,7.59555,7.78089,-0.18534299999999998,8.41891,35.5833,8.06225,0.356661,0.4167,2.5,2.9167,3.2778,0.5556,0.30560000000000004,17.5,Combo G
30531,Mitch McGary,Michigan,B10,8,13.2,113.2,24.1,54.5,57.23,15.5,27.2,12.6,17.5,16,24,0.667,30,53,0.5660000000000001,0,2,0.0,3.2,4.9,43.6,So,6-10,4,2.93483,122.566,5.1,2014,28103,all,94.6,0.92307692,17.0,23.0,13.0,30.0,0.7391000000000001,0.4333,3.0,3.0,1.0,21.0,90.2124,86.8159,3.60663,51.044,10.8315,4.6350999999999996,6.19639,7.95931,24.625,3.4789,4.48041,2.875,5.375,8.25,1.5,1.875,0.75,9.5,C
