,player_name,school,conference,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,2PM,2PA,2P_per,3PM,3PA,3P_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,rec-rk,ast/tov,rimmade,rimmade + rimmiss,midmade,midmade + midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+mismiss),dunksmade,dunksmiss + dunksmade,dunksmade/(dunksmade+dunksmiss),pick,drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,pos
116,Charles Jenkins,Hofstra,CAA,32,92.4,123.2,28.7,57.7,62.93,1.6,8.6,31.3,12.8,179,217,0.8250000000000001,176,317,0.555,63,152,0.41400000000000003,1.8,2.7,46.3,Sr,6-3,22,6.65016,136.761,2.1,2011,57,all,,2.11262838,93.0,139.0,83.0,178.0,0.6691,0.46630000000000005,0.0,0.0,,44.0,107.807,106.346,2.6405000000000003,192.184,7.09443,8.32456,-1.23013,9.82813,37.4062,8.91582,0.912311,0.5,2.7188,3.2188,4.6875,1.6562000000000001,0.625,22.5,Scoring PG
132,Richard Hendrix,Alabama,SEC,32,73.1,117.4,26.2,60.1,59.36,13.1,23.5,11.5,12.3,108,201,0.537,227,376,0.604,2,7,0.28600000000000003,7.2,2.4,52.5,Jr,6-9,,4.7791,130.431,3.8,2008,65,all,98.2,0.92727484,,,,,,,,,,49.0,96.4548,91.9969,3.63708,236.544,9.73288,5.20386,4.52902,8.43097,30.625,6.45684,1.9741300000000002,3.6875,6.4062,10.0938,1.5937999999999999,1.2812000000000001,1.9687999999999999,17.75,
178,Vernon Macklin,Florida,SEC,37,59.7,107.5,24.3,59.3,57.77,10.9,15.0,7.7,17.7,46,102,0.451,191,322,0.593,0,0,0.0,3.1,0.9,31.7,Sr,6-10,32,2.82126,118.954,4.0,2011,91,all,95.0,0.47618489,128.0,168.0,63.0,154.0,0.7619,0.4091,32.0,35.0,0.9143,52.0,97.7281,93.3167,2.78675,155.033,3.88301,2.42605,1.45697,3.6651,24.4595,2.7662,0.898895,2.2162,3.1622,5.3784,0.8108000000000001,0.3514,0.7027,11.5676,C
184,Maarty Leunen,Oregon,P10,32,85.8,135.3,19.0,66.4,69.59,7.9,23.5,15.5,14.1,112,142,0.789,98,161,0.609,59,120,0.492,1.1,1.5,50.5,Sr,6-9,,6.62117,140.36,2.8,2008,94,all,84.6,1.8,,,,,,,,,,54.0,102.866,97.1158,3.52963,222.794,10.6828,8.77993,1.9028800000000001,9.915420000000001,34.7188,8.75717,1.15825,2.1562,7.0,9.1562,2.8125,0.875,0.3438,15.1562,
187,Malik Hairston,Oregon,P10,31,75.4,121.7,23.3,60.3,63.04,5.8,12.6,14.0,14.3,101,138,0.732,124,215,0.577,52,120,0.433,2.9,1.2,41.2,Sr,6-6,,5.33399,134.172,3.7,2008,98,all,98.8,1.19997745,,,,,,,,,,48.0,106.963,100.44,2.84072,164.953,7.26174,6.61217,0.649574,7.38435,31.4839,6.78211,0.602233,1.4516,3.3871,4.8387,2.129,0.6129,0.8387,16.2903,
335,Chris Douglas-Roberts,Memphis,CUSA,40,71.2,118.0,26.2,58.8,61.74,5.0,10.5,12.8,15.5,161,226,0.712,214,370,0.578,45,109,0.41300000000000003,1.6,2.4,47.2,Jr,6-7,,4.67178,132.002,2.4,2008,171,all,88.6,0.85542166,,,,,,,,,,40.0,90.2838,86.2282,4.0076600000000004,213.719,8.36299,5.70858,2.65441,10.4642,28.675,7.21202,3.25218,1.325,2.8,4.125,1.775,1.225,0.45,18.1,
372,Ryan Reid,Florida St.,ACC,31,54.8,97.5,18.3,49.1,51.58,9.9,10.0,10.1,23.2,46,77,0.597,82,167,0.491,0,0,0.0,2.6,1.5,46.1,Sr,6-8,42,1.18608,99.6167,2.6,2010,193,all,82.0,0.68623872,45.0,71.0,37.0,96.0,0.6338,0.3854,5.0,5.0,1.0,57.0,93.5205,88.4882,2.98377,117.284,2.50667,-0.238258,2.74493,2.72072,22.7097,0.514712,2.20601,1.871,2.0968,3.9677,1.129,0.5806,0.5161,6.7742,C
380,Kyle Singler,Duke,ACC,37,86.9,112.3,23.5,49.1,53.64,8.0,13.3,8.8,13.2,125,155,0.806,157,316,0.497,62,193,0.321,0.8,1.5,30.5,Sr,6-8,12,4.68934,123.808,3.0,2011,197,all,99.0,0.8571278,80.0,113.0,77.0,203.0,0.708,0.3793,4.0,4.0,1.0,33.0,94.0388,89.4209,4.52346,235.792,5.95265,4.57615,1.3765,5.3525,34.7568,4.29121,1.06129,2.3784,4.4595,6.8378,1.6216,0.9189,0.32430000000000003,16.8919,Wing F
384,Nolan Smith,Duke,ACC,37,85.1,114.0,30.8,50.8,56.4,4.1,10.1,30.3,17.3,187,230,0.8130000000000001,203,405,0.501,57,163,0.35000000000000003,0.2,2.0,40.5,Sr,6-2,2,6.14746,136.992,2.3,2011,198,all,95.8,1.6016869599999999,121.0,180.0,82.0,225.0,0.6722,0.3644,19.0,21.0,0.9048,21.0,94.9421,90.2798,4.32707,221.453,7.92525,6.5307,1.39455,9.04699,34.027,7.42587,1.62112,1.1892,3.2973,4.4865,5.1081,1.2162,0.0811,20.648600000000002,Scoring PG
390,E'Twaun Moore,Purdue,B10,34,84.4,112.1,26.8,51.8,54.55,5.1,12.5,20.9,11.9,100,141,0.709,151,319,0.47300000000000003,70,175,0.4,1.6,2.2,28.5,Sr,6-4,33,5.07602,128.26,2.5,2011,201,all,95.0,1.77052561,44.0,77.0,107.0,242.0,0.5714,0.44210000000000005,4.0,4.0,1.0,55.0,93.8872,88.3413,4.51998,210.854,9.05063,6.40941,2.64122,9.36297,33.8824,6.94046,2.42252,1.5,3.6471,5.1471,3.1765,1.2059,0.5294,18.0,Combo G
396,JaJuan Johnson,Purdue,B10,34,88.1,113.9,27.3,50.9,56.36,7.9,20.2,6.4,10.3,169,209,0.809,242,469,0.516,15,51,0.294,6.7,1.5,40.2,Sr,6-10,25,5.65182,131.13,1.8,2011,203,all,91.6,0.58927814,49.0,74.0,193.0,395.0,0.6622,0.48860000000000003,23.0,26.0,0.8846,27.0,89.3372,84.06,5.24379,262.089,7.16089,3.02668,4.13421,9.51149,35.3824,6.66198,2.84951,2.4118,6.1471,8.5588,0.9706,0.8824000000000001,2.3235,20.5294,PF/C
419,Jordan Hill,Arizona,P10,34,86.3,108.9,28.0,53.7,56.04,15.4,22.2,9.6,17.5,117,179,0.654,252,469,0.537,0,0,0.0,5.6,1.5,38.2,Jr,6-10,,5.25931,126.906,3.4,2009,215,all,83.0,0.51547548,,,,,,,,,,8.0,101.241,94.4767,3.9211300000000002,251.586,5.5629,3.55648,2.00643,4.31088,35.6765,4.45542,-0.144542,4.2059,6.8235,11.0294,1.4706000000000001,0.8824000000000001,1.7059000000000002,18.2647,
422,Chase Budinger,Arizona,P10,35,93.7,117.5,23.9,55.4,59.42,4.9,14.8,19.0,16.6,125,156,0.801,152,288,0.528,67,168,0.399,1.4,2.3,34.2,Jr,6-7,,6.01009,130.461,2.0,2009,217,all,99.0,1.3882072,,,,,,,,,,44.0,105.009,98.1723,3.65529,237.463,7.82959,6.90449,0.925103,8.42143,37.6286,7.30901,1.11242,1.4,4.8,6.2,3.3714,1.4286,0.4571,18.0,
566,Eric Maynor,VCU,CAA,34,88.0,117.3,32.6,52.4,58.33,1.6,10.0,40.8,15.4,198,243,0.8150000000000001,182,353,0.516,66,183,0.361,0.5,2.9,45.3,Sr,6-2,,6.51466,137.585,2.7,2009,295,all,24.4,2.07920961,,,,,,,,,,20.0,96.5092,95.9311,3.70657,211.625,8.618500000000001,8.21306,0.405443,9.49683,35.4706,8.40732,1.08951,0.4706,3.1176,3.5882,6.1765,1.7059000000000002,0.17650000000000002,22.352899999999998,
573,DeVon Hardin,California,P10,30,53.5,109.2,19.9,55.4,58.41,9.4,26.4,5.3,17.6,84,132,0.636,98,177,0.554,0,0,0.0,5.9,1.4,74.6,Sr,6-11,,2.43826,114.65,4.1,2008,300,all,81.4,0.46515035,,,,,,,,,,50.0,100.233,94.6153,2.62168,169.128,4.2474,1.28712,2.96028,4.21822,23.8,2.68202,1.53621,1.8,5.5667,7.3667,0.6667000000000001,0.5667,1.2333,9.3333,
613,Anthony Randolph,LSU,SEC,30,81.7,96.6,27.7,46.1,50.55,9.8,18.3,8.4,19.0,112,162,0.6910000000000001,172,361,0.47600000000000003,2,19,0.105,6.7,2.0,42.6,Fr,6-10,,2.8064400000000003,109.517,3.4,2008,322,all,97.2,0.41304715000000003,,,,,,,,,,14.0,95.7412,92.012,3.93813,220.652,2.51214,-0.851644,3.36378,2.36031,32.7742,0.995259,1.36505,2.7742,5.7097,8.4839,1.2258,1.129,2.2580999999999998,15.5806,
634,Jeremy Evans,Western Kentucky,SB,34,65.3,129.2,17.3,65.6,66.82,13.5,17.8,5.9,14.0,64,93,0.6880000000000001,134,199,0.673,3,12,0.25,7.2,1.9,44.1,Sr,6-9,40,3.49748,123.099,4.4,2010,331,all,,0.69446545,113.0,139.0,21.0,60.0,0.8129000000000001,0.35000000000000003,61.0,64.0,0.9531000000000001,55.0,95.1372,95.7192,2.78986,192.491,8.08383,3.91722,4.16661,6.18888,26.5,4.051,2.13788,2.9706,3.9412000000000003,6.9118,0.7353000000000001,0.8235,1.7941,10.0294,C
693,Derrick Caracter,UTEP,CUSA,27,53.9,103.5,27.3,57.5,59.84,12.0,21.7,9.0,22.2,80,119,0.672,144,246,0.585,4,15,0.267,3.6,2.1,45.6,Jr,6-9,4,2.80389,115.227,4.6,2010,359,all,95.4,0.38959989,85.0,123.0,59.0,123.0,0.6911,0.4797,11.0,11.0,1.0,58.0,89.4752,85.588,3.7413,156.91,3.73222,0.37087699999999996,3.36134,4.33394,26.6667,2.39652,1.93742,2.6667,5.4074,8.0741,1.1111,0.963,0.8519,14.0741,PF/C
704,Earl Clark,Louisville,BE,37,85.4,100.3,24.6,49.2,51.67,9.1,18.7,18.2,22.0,90,139,0.647,171,347,0.493,31,95,0.326,4.1,1.7000000000000002,31.4,Jr,6-9,,3.19342,111.212,2.2,2009,365,all,96.0,1.0,,,,,,,,,,14.0,88.6298,82.7262,5.16034,265.066,6.6726,1.8184900000000002,4.8541,5.19182,34.2703,2.6526300000000003,2.53919,2.7568,5.9459,8.7027,3.2162,1.027,1.3784,14.1892,
722,Kyle Weaver,Washington St.,P10,35,81.9,105.5,25.7,50.3,56.1,4.6,16.4,28.5,21.7,126,172,0.733,114,232,0.491,24,66,0.364,2.6,3.5,57.7,Sr,6-6,,3.6594100000000003,116.945,2.3,2008,375,all,3.2,1.5567222699999999,,,,,,,,,,38.0,89.4616,84.5155,4.80237,231.311,9.70034,3.66038,6.03996,9.08225,33.1143,4.26175,4.8205,1.0571,4.2,5.2571,4.3143,1.7143000000000002,0.7143,12.1714,
868,Dante Cunningham,Villanova,BE,38,78.6,109.0,24.7,52.5,55.68,9.5,17.0,8.8,15.8,124,178,0.6970000000000001,244,463,0.527,0,2,0.0,4.8,2.2,38.3,Sr,6-9,,3.9660200000000003,120.61,3.4,2009,448,all,59.8,0.57314978,,,,,,,,,,33.0,93.7175,87.6626,4.21283,260.896,6.34177,2.23205,4.10972,5.65504,31.552599999999998,3.55683,2.09821,2.6053,4.8684,7.4737,1.2368000000000001,1.2368000000000001,1.2368000000000001,16.1053,
902,Greivis Vasquez,Maryland,ACC,32,84.8,111.7,30.7,49.7,55.02,3.9,10.3,35.3,18.2,138,161,0.857,151,320,0.47200000000000003,67,186,0.36,1.0,2.9,31.8,Sr,6-6,21,5.77909,133.611,2.4,2010,465,all,91.6,1.8796444600000002,63.0,109.0,88.0,211.0,0.578,0.4171,4.0,4.0,1.0,28.0,97.2737,92.9583,3.94793,211.734,9.25869,7.75068,1.50801,9.97327,34.3125,8.04126,1.932,1.1875,3.5312,4.7188,6.3438,1.7187999999999999,0.3438,20.0312,Pure PG
968,Jermaine Taylor,UCF,CUSA,30,79.8,112.9,36.1,55.1,58.6,7.2,12.1,17.3,14.7,133,165,0.806,189,348,0.543,90,240,0.375,2.7,2.3,28.1,Sr,6-4,,5.8401,137.026,2.2,2009,495,all,48.2,0.62789967,,,,,,,,,,32.0,103.129,100.725,2.82731,173.33,6.81308,7.3270800000000005,-0.513998,9.7228,32.0333,10.5327,-0.8099139999999999,1.9,3.3,5.2,1.8,1.2333,0.7333000000000001,26.0333,
1088,D.J. Augustin,Texas,B12,37,94.0,116.0,28.0,50.6,55.79,1.5,6.9,30.6,16.0,173,221,0.783,167,354,0.47200000000000003,72,189,0.381,0.0,1.9,40.7,So,6-0,,6.66888,135.867,1.7000000000000002,2008,563,all,93.2,2.08569764,,,,,,,,,,9.0,104.48,98.8895,3.63619,202.809,6.40343,7.10122,-0.697796,7.40175,37.2895,7.22542,0.176321,0.5263,2.4211,2.9474,5.7632,1.2368000000000001,0.0,19.2368,
1156,Goran Suton,Michigan St.,B10,33,56.3,116.7,19.2,56.6,61.05,12.8,23.9,11.9,20.8,67,79,0.848,102,188,0.543,21,48,0.438,2.2,2.6,33.5,Sr,6-10,,3.45311,122.631,3.8,2009,603,all,76.4,0.8620846999999999,,,,,,,,,,50.0,90.3076,84.6907,3.74226,193.905,10.8925,5.41066,5.48186,9.49471,25.9394,6.02356,3.47115,2.8485,5.303,8.1515,1.5152,1.1212,0.4848,10.1212,
1208,Walter Sharpe,UAB,CUSA,12,21.7,95.0,32.2,52.3,52.84,8.8,21.8,16.8,20.5,34,65,0.523,68,127,0.535,0,3,0.0,7.6,2.7,50.0,So,6-9,,2.10765,109.388,4.8,2008,631,all,86.4,0.58825396,,,,,,,,,,32.0,87.6116,88.4953,3.2740299999999998,78.3386,6.04558,-0.230955,6.27654,3.97931,24.9167,0.308227,3.67108,1.8333,5.0,6.8333,1.6667,1.1667,1.8333,14.1667,
1366,Derrick Brown,Xavier,A10,34,71.7,118.5,23.1,54.8,58.7,10.2,13.9,14.8,15.5,99,132,0.75,127,243,0.523,36,87,0.41400000000000003,2.9,1.4,40.0,Jr,6-8,,4.42573,127.488,3.3,2009,709,all,,1.06776931,,,,,,,,,,40.0,93.4717,90.0501,3.70848,187.036,8.61757,5.49839,3.11919,8.32619,29.6176,5.72222,2.60397,2.3824,3.7647,6.1471,1.8529,0.7059000000000001,0.8235,13.5588,
1489,Cole Aldrich,Kansas,B12,36,66.4,116.9,20.2,56.2,59.61,13.6,25.4,5.8,16.4,108,159,0.679,149,265,0.562,0,0,0.0,13.0,1.6,60.0,Jr,6-11,45,3.51491,122.635,3.8,2010,763,all,94.8,0.55354846,92.0,126.0,57.0,139.0,0.7302000000000001,0.4101,32.0,33.0,0.9697,11.0,84.64,78.9024,4.40012,253.179,11.5599,3.09864,8.4613,9.80489,26.75,4.63956,5.16533,3.0556,6.7778,9.8333,0.8611000000000001,0.75,3.4722,11.2778,C
1622,Damion James,Texas,B12,34,74.8,115.6,25.5,54.4,57.83,11.0,23.9,6.1,14.1,155,230,0.674,174,325,0.535,36,94,0.383,3.6,3.0,54.9,Sr,6-7,5,4.72214,129.966,3.9,2010,825,all,96.8,0.47826942,110.0,151.0,64.0,174.0,0.7285,0.3678,29.0,30.0,0.9667,24.0,87.0914,82.4905,4.57189,274.792,8.40478,5.14642,3.25836,9.92271,30.2647,7.03914,2.88357,3.1471,7.1471,10.2941,0.9706,1.6764999999999999,1.1765,17.9706,PF/C
1628,Dexter Pittman,Texas,B12,34,47.1,113.1,24.4,65.4,63.82,16.6,15.3,5.1,20.4,75,135,0.556,140,214,0.654,0,0,0.0,8.9,1.0,63.1,Sr,6-10,34,2.67827,125.449,5.6,2010,827,all,76.6,0.28333427,105.0,143.0,35.0,71.0,0.7343000000000001,0.493,40.0,42.0,0.9524,32.0,92.6265,87.7332,2.53615,142.338,8.09001,3.96504,4.12497,6.99774,19.0588,4.17635,2.8214,2.9706,2.8824,5.8529,0.5,0.3529,1.8529,10.4412,C
1747,James Gist,Maryland,ACC,33,77.4,103.3,23.7,52.4,56.44,6.7,18.9,9.0,19.9,115,156,0.737,172,320,0.537,22,71,0.31,6.7,2.2,39.9,Sr,6-9,,3.2635,114.259,3.8,2008,890,all,89.8,0.49998169000000003,,,,,,,,,,57.0,91.5052,87.5157,4.34091,258.081,5.86096,1.24266,4.6183,5.70019,32.0,2.6114,3.08879,1.8182,6.0606,7.8788,1.3636,1.2727,2.3333,15.9091,
1759,Tyler Hansbrough,North Carolina,ACC,34,69.3,124.7,26.5,52.4,61.26,10.7,16.6,5.9,12.2,249,296,0.841,214,411,0.521,9,23,0.391,1.1,2.2,68.2,Sr,6-9,,6.15833,143.123,3.0,2009,895,all,98.4,0.5396945200000001,,,,,,,,,,13.0,94.7501,88.5631,3.9451,223.742,7.1845,6.45565,0.7288549999999999,8.59879,30.2647,7.45847,1.14032,3.0294,5.0882,8.1176,1.0,1.2353,0.3529,20.7059,
1771,Danny Green,North Carolina,ACC,37,68.6,120.8,19.5,56.3,58.65,6.8,10.3,16.3,16.4,50,58,0.862,98,193,0.508,75,181,0.41400000000000003,4.4,3.4,15.5,Sr,6-5,,3.99345,126.237,3.3,2009,900,all,94.8,1.62899097,,,,,,,,,,46.0,93.2879,87.7191,3.66784,234.1,13.0388,7.81947,5.21935,11.7389,27.5135,7.1982800000000005,4.54061,1.7568000000000001,2.8649,4.6216,2.7297000000000002,1.7838,1.3243,12.7297,
2019,Lester Hudson,Tennessee Martin,OVC,30,90.6,115.3,35.5,51.7,56.0,6.5,18.3,27.3,15.0,144,164,0.878,197,381,0.517,98,284,0.34500000000000003,1.7000000000000002,3.3,24.7,Sr,6-3,,6.26497,134.098,3.0,2009,1026,all,,1.21567639,,,,,,,,,,58.0,96.5284,97.8724,3.56984,247.094,9.11737,7.93,1.18737,9.86571,36.5333,9.23376,0.631949,2.2,5.8667,8.0667,4.1333,2.1,0.6000000000000001,27.7333,
2043,Donte Greene,Syracuse,BE,35,89.2,106.4,22.8,50.5,53.07,5.4,15.6,10.6,17.3,94,133,0.707,128,260,0.492,90,261,0.34500000000000003,4.8,2.0,25.5,Fr,6-11,,3.8267700000000002,115.672,3.2,2008,1036,all,98.8,0.7802307900000001,,,,,,,,,,28.0,100.62,95.0858,3.92038,260.329,5.28023,3.22198,2.05825,4.5461,35.8,3.53306,1.01304,1.7143000000000002,5.4571,7.1714,2.0286,1.2857,1.6286,17.7143,
2178,Lavoy Allen,Temple,A10,33,81.5,107.7,20.1,48.8,51.9,9.3,20.2,13.6,14.7,69,99,0.6970000000000001,149,304,0.49,5,17,0.294,5.4,1.3,30.8,Sr,6-9,24,2.9474400000000003,110.239,2.7,2011,1089,all,78.8,1.3888414199999999,93.0,122.0,56.0,182.0,0.7623000000000001,0.30770000000000003,15.0,16.0,0.9375,50.0,92.0014,89.5171,4.35626,227.605,5.87426,1.2803,4.59396,5.00454,33.9394,2.33665,2.66789,2.6667,5.9091000000000005,8.5758,2.2727,0.6970000000000001,1.8485,11.5758,PF/C
2217,Chinemelu Elonu,Texas A&M,B12,33,59.1,112.0,20.4,66.3,65.87,13.8,21.5,2.9,22.9,69,113,0.611,126,190,0.663,0,0,0.0,6.7,0.8,59.5,Jr,6-10,,2.70618,117.26,4.6,2009,1103,all,,0.16391669,,,,,,,,,,59.0,96.6677,91.6972,2.83551,165.533,5.16497,2.36602,2.79895,4.9701900000000006,23.7273,3.21923,1.7509700000000001,2.7879,4.4242,7.2121,0.303,0.303,1.5758,9.7273,
2275,Taj Gibson,USC,P10,35,83.6,117.1,21.5,60.1,62.12,13.4,19.0,8.2,17.4,120,182,0.659,190,316,0.601,0,0,0.0,9.5,1.8,57.6,Jr,6-9,,4.64739,124.31,3.5,2009,1132,all,90.4,0.61110299,,,,,,,,,,26.0,91.7663,84.1619,4.88672,259.815,11.3356,4.38556,6.95008,9.24848,33.6857,5.10704,4.14145,3.5143,5.5143,9.0286,1.2570999999999999,0.9714,2.8571,14.2857,
2288,Stanley Robinson,Connecticut,BE,34,85.6,107.8,20.4,55.9,57.03,8.9,14.6,6.6,18.8,61,97,0.629,176,308,0.5710000000000001,27,79,0.342,3.2,1.5,25.1,Sr,6-9,21,3.5357000000000003,114.267,1.8,2010,1137,all,96.6,0.4415596,114.0,144.0,59.0,156.0,0.7917000000000001,0.37820000000000004,66.0,72.0,0.9167000000000001,59.0,97.9225,91.5023,4.15816,216.486,4.35657,2.40462,1.9519600000000001,5.11332,34.2353,3.68964,1.42368,2.6765,4.9706,7.6471,1.0,0.8824000000000001,1.2059,14.5294,Wing F
2367,Jack McClinton,Miami FL,ACC,31,79.8,119.0,26.8,56.6,61.08,2.0,8.8,21.1,18.0,112,127,0.882,95,211,0.45,99,219,0.452,0.1,1.4,29.5,Sr,6-1,,5.54455,134.35,2.0,2009,1188,all,,1.0740938899999999,,,,,,,,,,51.0,103.536,97.9453,3.13544,150.338,5.81734,6.51772,-0.7003739999999999,8.22189,32.2903,8.04291,0.178978,0.5806,2.5806,3.1612999999999998,2.8064999999999998,0.7419,0.0323,19.3226,
2491,Lazar Hayward,Marquette,BE,34,79.5,108.1,29.6,49.5,53.63,8.2,21.3,11.2,12.9,107,127,0.843,157,328,0.47900000000000004,65,186,0.34900000000000003,1.7000000000000002,3.6,24.7,Sr,6-6,32,4.54967,125.739,4.2,2010,1257,all,85.2,0.77610879,92.0,138.0,65.0,190.0,0.6667000000000001,0.3421,10.0,10.0,1.0,30.0,92.9318,87.7798,4.27275,240.072,6.82767,4.14841,2.67926,6.648,32.2647,4.82618,1.8218200000000002,2.1176,5.4118,7.5294,1.5293999999999999,1.8824,0.5294,18.1176,Wing F
2609,DeJuan Blair,Pittsburgh,BE,33,64.5,125.8,26.2,58.4,59.33,23.7,27.6,9.3,11.0,97,160,0.606,209,358,0.584,0,0,0.0,3.6,3.5,44.7,So,6-7,,5.63645,143.628,4.1,2009,1313,all,93.8,0.93182334,,,,,,,,,,37.0,86.5716,81.3743,4.26263,236.863,14.0651,9.50593,4.55918,12.4908,27.3636,9.64541,2.84538,5.5758,6.7273,12.303,1.2424,1.6061,0.9091,15.6061,
2678,Jordan Crawford,Xavier,A10,35,79.4,113.0,28.9,53.2,56.43,3.4,12.0,20.1,14.7,119,154,0.773,181,361,0.501,79,202,0.391,0.6000000000000001,2.4,27.4,So,6-4,55,5.2373,132.041,2.0,2010,1345,all,52.8,1.18821539,111.0,178.0,70.0,183.0,0.6236,0.3825,17.0,18.0,0.9444,27.0,97.334,93.4411,3.6428000000000003,213.404,7.51311,6.47642,1.0367,9.56247,32.7714,8.04605,1.51642,0.9714,3.7714,4.7429,2.8857,1.3429,0.2,20.5143,Combo G
2759,Eric Gordon,Indiana,B10,32,83.1,110.7,29.7,51.5,60.1,2.6,8.0,15.2,20.7,231,277,0.834,114,217,0.525,70,208,0.337,2.0,2.3,65.2,Fr,6-3,,5.37316,129.92,2.5,2008,1375,all,100.0,0.67825142,,,,,,,,,,7.0,98.503,94.6116,3.82438,190.097,4.92545,4.57569,0.349757,6.42214,34.6875,5.71621,0.7059300000000001,0.7188,2.5312,3.25,2.4375,1.3125,0.625,20.9062,
2835,Landry Fields,Stanford,P10,32,90.3,110.3,31.0,51.9,56.04,7.9,20.6,19.6,13.6,179,257,0.6960000000000001,219,420,0.521,29,86,0.337,2.3,2.6,50.8,Sr,6-7,2,5.76639,130.526,2.2,2010,1416,all,51.2,1.07224916,126.0,186.0,93.0,233.0,0.6774,0.3991,27.0,32.0,0.8438,39.0,97.9116,93.4292,4.14431,252.206,8.93532,5.67647,3.25885,10.602,36.25,8.16358,2.43847,2.5312,6.2188,8.75,2.7812,1.5937999999999999,0.7812,22.0,Wing F
2836,Brook Lopez,Stanford,P10,27,56.8,110.6,32.0,46.8,53.69,11.1,19.3,11.3,13.5,153,194,0.789,184,387,0.47500000000000003,0,6,0.0,6.8,1.2,49.4,So,7-0,,5.36516,135.985,3.2,2008,1417,all,98.2,0.63795913,,,,,,,,,,10.0,90.0045,82.7728,4.6065000000000005,176.862,7.57254,3.10244,4.4701,9.50621,30.7407,6.43742,3.06879,2.8519,5.3333,8.1852,1.3704,0.5926,2.0741,19.2963,
2849,Robin Lopez,Stanford,P10,36,60.5,106.5,22.6,53.6,56.51,12.6,14.0,5.4,19.5,86,132,0.652,139,261,0.533,1,1,1.0,9.5,1.3,50.4,So,7-0,,2.50003,114.539,4.3,2008,1424,all,95.6,0.34920001,,,,,,,,,,15.0,90.65090000000001,85.4993,3.4634,183.892,8.01796,1.6880000000000002,6.32996,6.28393,24.5278,2.32519,3.95874,2.5833,3.0833,5.6667000000000005,0.6111,0.5,2.3056,10.1944,
2954,Darrell Arthur,Kansas,B12,39,61.4,108.9,24.9,54.7,56.84,12.1,17.0,6.7,17.9,74,106,0.6980000000000001,208,374,0.556,2,12,0.167,6.2,1.1,27.5,So,6-9,,3.11466,121.303,4.8,2008,1483,all,97.6,0.43999999,,,,,,,,,,27.0,89.8587,84.2334,3.62407,193.609,6.17108,2.36332,3.80776,4.22965,24.725,2.31328,1.91636,2.3,3.95,6.25,0.8250000000000001,0.5,1.325,12.75,
3086,Marreese Speights,Florida,SEC,36,60.5,119.3,25.8,62.4,64.01,12.8,26.2,8.4,16.1,90,130,0.6920000000000001,216,346,0.624,0,0,0.0,5.9,1.0,37.6,So,6-10,,3.9254100000000003,131.515,3.8,2008,1557,all,90.6,0.54836836,,,,,,,,,,16.0,94.5182,92.0914,2.91026,195.413,5.332,3.14364,2.18836,6.75704,24.2778,5.84486,0.912184,2.5833,5.4722,8.0556,0.9444,0.4167,1.3611,14.5,
3131,DaJuan Summers,Georgetown,BE,31,72.4,104.5,24.4,56.4,59.81,5.3,11.5,9.7,22.4,97,136,0.713,85,154,0.552,52,135,0.385,2.5,2.4,47.1,Jr,6-8,,3.26795,116.795,3.6,2009,1575,all,96.4,0.48149567,,,,,,,,,,35.0,98.0931,91.8187,3.46084,158.495,4.14272,2.37595,1.76678,4.8225999999999996,29.4194,3.49185,1.33075,1.1613,2.9677,4.129,1.2581,1.129,0.6774,13.645199999999999,
3238,Kenneth Faried,Morehead St.,OVC,32,87.0,115.1,25.7,61.0,60.98,19.9,30.9,7.3,18.2,136,235,0.579,208,341,0.61,0,0,0.0,8.1,3.4,68.9,Sr,6-8,35,4.43391,121.634,3.6,2011,1626,all,,0.38822381,163.0,231.0,45.0,110.0,0.7056,0.4091,70.0,74.0,0.9459000000000001,22.0,85.7528,86.3437,4.9022,292.319,8.56669,3.36034,5.20634,8.29385,35.2188,6.15886,2.13499,5.75,8.625,14.375,1.0312,1.9062000000000001,2.1875,17.25,C
3256,Jeff Teague,Wake Forest,ACC,31,79.9,113.1,26.2,54.6,61.47,1.7000000000000002,8.6,20.2,21.0,179,219,0.8170000000000001,135,269,0.502,45,102,0.441,2.0,3.1,59.0,So,6-2,,4.56874,125.453,2.7,2009,1633,all,90.0,1.05770834,,,,,,,,,,19.0,95.1768,90.6154,3.95475,203.186,6.6175,4.81044,1.80706,8.36891,31.9677,5.76648,2.60243,0.4839,2.8064999999999998,3.2903000000000002,3.5484,1.871,0.6452,18.8387,
3258,James Johnson,Wake Forest,ACC,31,76.3,113.5,22.2,57.4,59.31,9.6,19.2,12.3,18.5,69,99,0.6970000000000001,165,276,0.598,22,69,0.319,5.0,2.5,28.7,So,6-8,,3.77828,119.948,3.8,2009,1634,all,82.0,0.83783671,,,,,,,,,,16.0,89.965,85.6534,4.3006,236.275,9.52538,4.79792,4.72746,8.25489,30.5161,4.92214,3.33275,2.5484,5.9677,8.5161,2.0,1.4194,1.5484,15.0,
